goal,AO,LSP,MAR,BD,TR,NP,CS,CON,EUT,TRA,ECO,FIS,ICO,LIV
res_biodiversity,AO,,,BD,,NP,,,,,,FIS,ICO,
res_reg_birds,,LSP,,BD,TR,NP,,CON,,,ECO,FIS,ICO,
res_reg_bsap,AO,LSP,MAR,BD,,NP,CS,CON,EUT,TRA,ECO,FIS,ICO,LIV
res_reg_bwd,,,,,TR,,,CON,EUT,TRA,,,,
res_reg_cbd,,,,BD,,,,,,,,,ICO,
res_reg_cfp,AO,LSP,MAR,BD,TR,NP,,,,,,FIS,ICO,
res_reg_cites,,,,BD,,,,,,,,,ICO,
res_reg_cop21,AO,LSP,MAR,BD,,NP,CS,,EUT,,ECO,FIS,ICO,LIV
res_reg_hd,,LSP,,BD,,NP,,,,,,FIS,ICO,
res_reg_helcom,,,,BD,,NP,,CON,EUT,TRA,,FIS,,
res_reg_ied,,,,,,,CS,CON,EUT,TRA,,,,
res_reg_msfd,AO,LSP,MAR,BD,TR,NP,CS,CON,EUT,TRA,ECO,FIS,ICO,LIV
res_reg_mspd,,LSP,MAR,BD,TR,NP,CS,,,,ECO,FIS,ICO,LIV
res_reg_nd,,,,BD,,,CS,,EUT,,,,,
res_reg_nec,,,,,,,,CON,EUT,,ECO,,,
res_reg_pop,,,,,,,,CON,,,,,,
res_reg_reach,,,MAR,BD,TR,,,CON,EUT,TRA,ECO,,,LIV
res_reg_uwwtd,,,,BD,,,CS,CON,EUT,,,,,
res_reg_wfd,AO,LSP,,BD,TR,NP,CS,CON,EUT,,ECO,FIS,ICO,LIV
wgi_all,AO,LSP,MAR,BD,TR,NP,CS,CON,EUT,TRA,ECO,FIS,ICO,LIV
