"rgn_id","species_name","IUCN"
26,"Parvicardium hauniense","VU"
29,"Parvicardium hauniense","VU"
36,"Parvicardium hauniense","VU"
32,"Parvicardium hauniense","VU"
10,"Parvicardium hauniense","VU"
6,"Parvicardium hauniense","VU"
2,"Pelonaia corrugata","VU"
1,"Pelonaia corrugata","VU"
3,"Pleurogonium rubicundum ","DD"
7,"Pleurogonium rubicundum ","DD"
8,"Pleurogonium rubicundum ","DD"
5,"Pleurogonium rubicundum ","DD"
6,"Pleurogonium rubicundum ","DD"
12,"Pontoporeia femorata","LC"
13,"Pontoporeia femorata","LC"
11,"Pontoporeia femorata","LC"
16,"Pontoporeia femorata","LC"
15,"Pontoporeia femorata","LC"
14,"Pontoporeia femorata","LC"
17,"Pontoporeia femorata","LC"
26,"Pontoporeia femorata","LC"
29,"Pontoporeia femorata","LC"
10,"Pontoporeia femorata","LC"
3,"Pontoporeia femorata","LC"
7,"Pontoporeia femorata","LC"
9,"Pontoporeia femorata","LC"
1,"Pontoporeia femorata","LC"
21,"Pontoporeia femorata","LC"
20,"Pontoporeia femorata","LC"
22,"Pontoporeia femorata","LC"
24,"Pontoporeia femorata","LC"
36,"Pontoporeia femorata","LC"
18,"Pontoporeia femorata","LC"
23,"Pontoporeia femorata","LC"
30,"Pontoporeia femorata","LC"
19,"Pontoporeia femorata","LC"
25,"Pontoporeia femorata","LC"
31,"Pontoporeia femorata","LC"
28,"Pontoporeia femorata","LC"
27,"Pontoporeia femorata","LC"
34,"Pontoporeia femorata","LC"
37,"Pontoporeia femorata","LC"
35,"Pontoporeia femorata","LC"
38,"Pontoporeia femorata","LC"
39,"Pontoporeia femorata","LC"
40,"Pontoporeia femorata","LC"
41,"Pontoporeia femorata","LC"
32,"Pontoporeia femorata","LC"
4,"Pontoporeia femorata","LC"
8,"Pontoporeia femorata","LC"
5,"Pontoporeia femorata","LC"
6,"Pontoporeia femorata","LC"
2,"Pontoporeia femorata","LC"
33,"Pontoporeia femorata","LC"
1,"Roxania utriculus","DD"
2,"Roxania utriculus","DD"
2,"Sabella pavonina","NT"
1,"Sabella pavonina","NT"
12,"Sabella pavonina","NT"
5,"Sabella pavonina","NT"
6,"Sabella pavonina","NT"
12,"Saduria entomon","LC"
10,"Saduria entomon","LC"
13,"Saduria entomon","LC"
11,"Saduria entomon","LC"
16,"Saduria entomon","LC"
14,"Saduria entomon","LC"
17,"Saduria entomon","LC"
15,"Saduria entomon","LC"
26,"Saduria entomon","LC"
37,"Saduria entomon","LC"
29,"Saduria entomon","LC"
35,"Saduria entomon","LC"
21,"Saduria entomon","LC"
39,"Saduria entomon","LC"
20,"Saduria entomon","LC"
38,"Saduria entomon","LC"
40,"Saduria entomon","LC"
36,"Saduria entomon","LC"
41,"Saduria entomon","LC"
18,"Saduria entomon","LC"
30,"Saduria entomon","LC"
22,"Saduria entomon","LC"
23,"Saduria entomon","LC"
42,"Saduria entomon","LC"
19,"Saduria entomon","LC"
24,"Saduria entomon","LC"
31,"Saduria entomon","LC"
25,"Saduria entomon","LC"
27,"Saduria entomon","LC"
28,"Saduria entomon","LC"
32,"Saduria entomon","LC"
34,"Saduria entomon","LC"
33,"Saduria entomon","LC"
3,"Scrobicularia plana","VU"
4,"Scrobicularia plana","VU"
8,"Scrobicularia plana","VU"
10,"Scrobicularia plana","VU"
1,"Scrobicularia plana","VU"
2,"Scrobicularia plana","VU"
5,"Scrobicularia plana","VU"
6,"Scrobicularia plana","VU"
12,"Scrobicularia plana","VU"
3,"Skeneopsis planorbis","DD"
4,"Skeneopsis planorbis","DD"
8,"Skeneopsis planorbis","DD"
7,"Skeneopsis planorbis","DD"
9,"Skeneopsis planorbis","DD"
10,"Skeneopsis planorbis","DD"
1,"Skeneopsis planorbis","DD"
12,"Solaster endeca","VU"
1,"Solaster endeca","VU"
2,"Solaster endeca","VU"
2,"Stomphia coccinea","VU"
1,"Stomphia coccinea","VU"
5,"Stomphia coccinea","VU"
6,"Stomphia coccinea","VU"
1,"Talitrus saltator","DD"
14,"Talitrus saltator","DD"
10,"Talitrus saltator","DD"
8,"Talitrus saltator","DD"
2,"Talitrus saltator","DD"
13,"Talitrus saltator","DD"
16,"Talitrus saltator","DD"
17,"Talitrus saltator","DD"
21,"Talitrus saltator","DD"
18,"Talitrus saltator","DD"
22,"Talitrus saltator","DD"
1,"Thia scutellata","DD"
2,"Upogebia stellata","DD"
1,"Upogebia stellata","DD"
3,"Vitreolina philippi","DD"
2,"Vitreolina philippi","DD"
7,"Vitreolina philippi","DD"
8,"Vitreolina philippi","DD"
1,"Vitreolina philippi","DD"
5,"Vitreolina philippi","DD"
6,"Vitreolina philippi","DD"
2,"Arenaria interpres ","VU"
5,"Arenaria interpres ","VU"
6,"Arenaria interpres ","VU"
11,"Arenaria interpres ","VU"
12,"Arenaria interpres ","VU"
14,"Arenaria interpres ","VU"
1,"Aythya fuligula ","NT"
2,"Aythya fuligula ","NT"
3,"Aythya fuligula ","NT"
4,"Aythya fuligula ","NT"
5,"Aythya fuligula ","NT"
6,"Aythya fuligula ","NT"
7,"Aythya fuligula ","NT"
8,"Aythya fuligula ","NT"
9,"Aythya fuligula ","NT"
10,"Aythya fuligula ","NT"
11,"Aythya fuligula ","NT"
12,"Aythya fuligula ","NT"
13,"Aythya fuligula ","NT"
14,"Aythya fuligula ","NT"
15,"Aythya fuligula ","NT"
16,"Aythya fuligula ","NT"
17,"Aythya fuligula ","NT"
18,"Aythya fuligula ","NT"
19,"Aythya fuligula ","NT"
20,"Aythya fuligula ","NT"
21,"Aythya fuligula ","NT"
22,"Aythya fuligula ","NT"
23,"Aythya fuligula ","NT"
24,"Aythya fuligula ","NT"
25,"Aythya fuligula ","NT"
26,"Aythya fuligula ","NT"
27,"Aythya fuligula ","NT"
28,"Aythya fuligula ","NT"
29,"Aythya fuligula ","NT"
30,"Aythya fuligula ","NT"
31,"Aythya fuligula ","NT"
32,"Aythya fuligula ","NT"
33,"Aythya fuligula ","NT"
34,"Aythya fuligula ","NT"
35,"Aythya fuligula ","NT"
36,"Aythya fuligula ","NT"
37,"Aythya fuligula ","NT"
38,"Aythya fuligula ","NT"
39,"Aythya fuligula ","NT"
40,"Aythya fuligula ","NT"
41,"Aythya fuligula ","NT"
42,"Aythya fuligula ","NT"
20,"Aythya marila ","VU"
26,"Aythya marila ","VU"
28,"Aythya marila ","VU"
33,"Aythya marila ","VU"
36,"Aythya marila ","VU"
37,"Aythya marila ","VU"
38,"Aythya marila ","VU"
39,"Aythya marila ","VU"
40,"Aythya marila ","VU"
41,"Aythya marila ","VU"
42,"Aythya marila ","VU"
2,"Calidris alpina schinzii ","EN"
3,"Calidris alpina schinzii ","EN"
5,"Calidris alpina schinzii ","EN"
6,"Calidris alpina schinzii ","EN"
9,"Calidris alpina schinzii ","EN"
11,"Calidris alpina schinzii ","EN"
12,"Calidris alpina schinzii ","EN"
13,"Calidris alpina schinzii ","EN"
17,"Calidris alpina schinzii ","EN"
18,"Calidris alpina schinzii ","EN"
26,"Calidris alpina schinzii ","EN"
27,"Calidris alpina schinzii ","EN"
28,"Calidris alpina schinzii ","EN"
30,"Calidris alpina schinzii ","EN"
33,"Calidris alpina schinzii ","EN"
36,"Calidris alpina schinzii ","EN"
37,"Calidris alpina schinzii ","EN"
38,"Calidris alpina schinzii ","EN"
42,"Calidris alpina schinzii ","EN"
41,"Calidris temminckii ","NT"
42,"Calidris temminckii ","NT"
1,"Cepphus grylle arcticus ","LC"
2,"Cepphus grylle arcticus ","LC"
3,"Cepphus grylle arcticus ","LC"
5,"Cepphus grylle arcticus ","LC"
14,"Cepphus grylle grylle ","NT"
20,"Cepphus grylle grylle ","NT"
25,"Cepphus grylle grylle ","NT"
26,"Cepphus grylle grylle ","NT"
28,"Cepphus grylle grylle ","NT"
29,"Cepphus grylle grylle ","NT"
30,"Cepphus grylle grylle ","NT"
31,"Cepphus grylle grylle ","NT"
32,"Cepphus grylle grylle ","NT"
33,"Cepphus grylle grylle ","NT"
34,"Cepphus grylle grylle ","NT"
35,"Cepphus grylle grylle ","NT"
36,"Cepphus grylle grylle ","NT"
37,"Cepphus grylle grylle ","NT"
38,"Cepphus grylle grylle ","NT"
39,"Cepphus grylle grylle ","NT"
40,"Cepphus grylle grylle ","NT"
41,"Cepphus grylle grylle ","NT"
42,"Cepphus grylle grylle ","NT"
5,"Charadrius alexandirinus ","CR"
6,"Charadrius alexandirinus ","CR"
11,"Charadrius alexandirinus ","CR"
13,"Charadrius alexandirinus ","CR"
26,"Charadrius alexandirinus ","CR"
1,"Charadrius hiaticula hiaticula ","NT"
2,"Charadrius hiaticula hiaticula ","NT"
3,"Charadrius hiaticula hiaticula ","NT"
4,"Charadrius hiaticula hiaticula ","NT"
5,"Charadrius hiaticula hiaticula ","NT"
6,"Charadrius hiaticula hiaticula ","NT"
7,"Charadrius hiaticula hiaticula ","NT"
8,"Charadrius hiaticula hiaticula ","NT"
9,"Charadrius hiaticula hiaticula ","NT"
10,"Charadrius hiaticula hiaticula ","NT"
11,"Charadrius hiaticula hiaticula ","NT"
12,"Charadrius hiaticula hiaticula ","NT"
13,"Charadrius hiaticula hiaticula ","NT"
14,"Charadrius hiaticula hiaticula ","NT"
15,"Charadrius hiaticula hiaticula ","NT"
16,"Charadrius hiaticula hiaticula ","NT"
17,"Charadrius hiaticula hiaticula ","NT"
18,"Charadrius hiaticula hiaticula ","NT"
19,"Charadrius hiaticula hiaticula ","NT"
20,"Charadrius hiaticula hiaticula ","NT"
21,"Charadrius hiaticula hiaticula ","NT"
22,"Charadrius hiaticula hiaticula ","NT"
23,"Charadrius hiaticula hiaticula ","NT"
24,"Charadrius hiaticula hiaticula ","NT"
25,"Charadrius hiaticula hiaticula ","NT"
26,"Charadrius hiaticula hiaticula ","NT"
27,"Charadrius hiaticula hiaticula ","NT"
28,"Charadrius hiaticula hiaticula ","NT"
29,"Charadrius hiaticula hiaticula ","NT"
30,"Charadrius hiaticula hiaticula ","NT"
31,"Charadrius hiaticula hiaticula ","NT"
32,"Charadrius hiaticula hiaticula ","NT"
33,"Charadrius hiaticula hiaticula ","NT"
34,"Charadrius hiaticula hiaticula ","NT"
35,"Charadrius hiaticula hiaticula ","NT"
36,"Charadrius hiaticula hiaticula ","NT"
37,"Charadrius hiaticula hiaticula ","NT"
38,"Charadrius hiaticula hiaticula ","NT"
39,"Charadrius hiaticula hiaticula ","NT"
40,"Charadrius hiaticula hiaticula ","NT"
41,"Charadrius hiaticula hiaticula ","NT"
42,"Charadrius hiaticula hiaticula ","NT"
2,"Hydroprogne caspia ","VU"
5,"Hydroprogne caspia ","VU"
6,"Hydroprogne caspia ","VU"
11,"Hydroprogne caspia ","VU"
12,"Hydroprogne caspia ","VU"
13,"Hydroprogne caspia ","VU"
14,"Hydroprogne caspia ","VU"
20,"Hydroprogne caspia ","VU"
25,"Hydroprogne caspia ","VU"
26,"Hydroprogne caspia ","VU"
28,"Hydroprogne caspia ","VU"
29,"Hydroprogne caspia ","VU"
30,"Hydroprogne caspia ","VU"
31,"Hydroprogne caspia ","VU"
32,"Hydroprogne caspia ","VU"
33,"Hydroprogne caspia ","VU"
35,"Hydroprogne caspia ","VU"
36,"Hydroprogne caspia ","VU"
37,"Hydroprogne caspia ","VU"
38,"Hydroprogne caspia ","VU"
39,"Hydroprogne caspia ","VU"
40,"Hydroprogne caspia ","VU"
41,"Hydroprogne caspia ","VU"
42,"Hydroprogne caspia ","VU"
14,"Larus fuscus fuscus ","VU"
20,"Larus fuscus fuscus ","VU"
25,"Larus fuscus fuscus ","VU"
26,"Larus fuscus fuscus ","VU"
28,"Larus fuscus fuscus ","VU"
29,"Larus fuscus fuscus ","VU"
30,"Larus fuscus fuscus ","VU"
31,"Larus fuscus fuscus ","VU"
32,"Larus fuscus fuscus ","VU"
33,"Larus fuscus fuscus ","VU"
34,"Larus fuscus fuscus ","VU"
35,"Larus fuscus fuscus ","VU"
36,"Larus fuscus fuscus ","VU"
37,"Larus fuscus fuscus ","VU"
38,"Larus fuscus fuscus ","VU"
39,"Larus fuscus fuscus ","VU"
40,"Larus fuscus fuscus ","VU"
41,"Larus fuscus fuscus ","VU"
42,"Larus fuscus fuscus ","VU"
2,"Larus melanocephalus ","EN"
3,"Larus melanocephalus ","EN"
5,"Larus melanocephalus ","EN"
6,"Larus melanocephalus ","EN"
8,"Larus melanocephalus ","EN"
10,"Larus melanocephalus ","EN"
11,"Larus melanocephalus ","EN"
12,"Larus melanocephalus ","EN"
13,"Larus melanocephalus ","EN"
14,"Larus melanocephalus ","EN"
16,"Larus melanocephalus ","EN"
17,"Larus melanocephalus ","EN"
18,"Larus melanocephalus ","EN"
1,"Limosa limosa ","NT"
2,"Limosa limosa ","NT"
3,"Limosa limosa ","NT"
5,"Limosa limosa ","NT"
6,"Limosa limosa ","NT"
8,"Limosa limosa ","NT"
11,"Limosa limosa ","NT"
12,"Limosa limosa ","NT"
13,"Limosa limosa ","NT"
14,"Limosa limosa ","NT"
16,"Limosa limosa ","NT"
17,"Limosa limosa ","NT"
18,"Limosa limosa ","NT"
20,"Limosa limosa ","NT"
22,"Limosa limosa ","NT"
23,"Limosa limosa ","NT"
24,"Limosa limosa ","NT"
25,"Limosa limosa ","NT"
26,"Limosa limosa ","NT"
27,"Limosa limosa ","NT"
28,"Limosa limosa ","NT"
31,"Limosa limosa ","NT"
33,"Limosa limosa ","NT"
34,"Limosa limosa ","NT"
42,"Limosa limosa ","NT"
14,"Melanitta fusca ","EN"
20,"Melanitta fusca ","EN"
25,"Melanitta fusca ","EN"
26,"Melanitta fusca ","EN"
28,"Melanitta fusca ","EN"
29,"Melanitta fusca ","EN"
30,"Melanitta fusca ","EN"
31,"Melanitta fusca ","EN"
32,"Melanitta fusca ","EN"
33,"Melanitta fusca ","EN"
34,"Melanitta fusca ","EN"
35,"Melanitta fusca ","EN"
36,"Melanitta fusca ","EN"
37,"Melanitta fusca ","EN"
38,"Melanitta fusca ","EN"
39,"Melanitta fusca ","EN"
40,"Melanitta fusca ","EN"
41,"Melanitta fusca ","EN"
42,"Melanitta fusca ","EN"
1,"Oenanthe oenanthe ","NT"
2,"Oenanthe oenanthe ","NT"
3,"Oenanthe oenanthe ","NT"
4,"Oenanthe oenanthe ","NT"
5,"Oenanthe oenanthe ","NT"
6,"Oenanthe oenanthe ","NT"
7,"Oenanthe oenanthe ","NT"
8,"Oenanthe oenanthe ","NT"
9,"Oenanthe oenanthe ","NT"
10,"Oenanthe oenanthe ","NT"
11,"Oenanthe oenanthe ","NT"
12,"Oenanthe oenanthe ","NT"
13,"Oenanthe oenanthe ","NT"
14,"Oenanthe oenanthe ","NT"
15,"Oenanthe oenanthe ","NT"
16,"Oenanthe oenanthe ","NT"
17,"Oenanthe oenanthe ","NT"
18,"Oenanthe oenanthe ","NT"
19,"Oenanthe oenanthe ","NT"
20,"Oenanthe oenanthe ","NT"
21,"Oenanthe oenanthe ","NT"
22,"Oenanthe oenanthe ","NT"
23,"Oenanthe oenanthe ","NT"
24,"Oenanthe oenanthe ","NT"
25,"Oenanthe oenanthe ","NT"
26,"Oenanthe oenanthe ","NT"
27,"Oenanthe oenanthe ","NT"
28,"Oenanthe oenanthe ","NT"
29,"Oenanthe oenanthe ","NT"
30,"Oenanthe oenanthe ","NT"
31,"Oenanthe oenanthe ","NT"
32,"Oenanthe oenanthe ","NT"
33,"Oenanthe oenanthe ","NT"
34,"Oenanthe oenanthe ","NT"
35,"Oenanthe oenanthe ","NT"
36,"Oenanthe oenanthe ","NT"
37,"Oenanthe oenanthe ","NT"
38,"Oenanthe oenanthe ","NT"
39,"Oenanthe oenanthe ","NT"
40,"Oenanthe oenanthe ","NT"
41,"Oenanthe oenanthe ","NT"
42,"Oenanthe oenanthe ","NT"
5,"Philomachus pugnax ","VU"
6,"Philomachus pugnax ","VU"
11,"Philomachus pugnax ","VU"
12,"Philomachus pugnax ","VU"
13,"Philomachus pugnax ","VU"
14,"Philomachus pugnax ","VU"
20,"Philomachus pugnax ","VU"
23,"Philomachus pugnax ","VU"
24,"Philomachus pugnax ","VU"
26,"Philomachus pugnax ","VU"
27,"Philomachus pugnax ","VU"
28,"Philomachus pugnax ","VU"
33,"Philomachus pugnax ","VU"
37,"Philomachus pugnax ","VU"
38,"Philomachus pugnax ","VU"
39,"Philomachus pugnax ","VU"
40,"Philomachus pugnax ","VU"
41,"Philomachus pugnax ","VU"
42,"Philomachus pugnax ","VU"
20,"Podiceps auritus ","VU"
24,"Podiceps auritus ","VU"
25,"Podiceps auritus ","VU"
26,"Podiceps auritus ","VU"
27,"Podiceps auritus ","VU"
28,"Podiceps auritus ","VU"
29,"Podiceps auritus ","VU"
30,"Podiceps auritus ","VU"
31,"Podiceps auritus ","VU"
32,"Podiceps auritus ","VU"
33,"Podiceps auritus ","VU"
34,"Podiceps auritus ","VU"
35,"Podiceps auritus ","VU"
36,"Podiceps auritus ","VU"
37,"Podiceps auritus ","VU"
38,"Podiceps auritus ","VU"
39,"Podiceps auritus ","VU"
40,"Podiceps auritus ","VU"
41,"Podiceps auritus ","VU"
42,"Podiceps auritus ","VU"
1,"Rissa tridactyla ","EN"
1,"Somateria mollissima ","VU"
2,"Somateria mollissima ","VU"
3,"Somateria mollissima ","VU"
4,"Somateria mollissima ","VU"
5,"Somateria mollissima ","VU"
6,"Somateria mollissima ","VU"
7,"Somateria mollissima ","VU"
8,"Somateria mollissima ","VU"
9,"Somateria mollissima ","VU"
10,"Somateria mollissima ","VU"
11,"Somateria mollissima ","VU"
12,"Somateria mollissima ","VU"
13,"Somateria mollissima ","VU"
14,"Somateria mollissima ","VU"
15,"Somateria mollissima ","VU"
16,"Somateria mollissima ","VU"
20,"Somateria mollissima ","VU"
25,"Somateria mollissima ","VU"
26,"Somateria mollissima ","VU"
28,"Somateria mollissima ","VU"
29,"Somateria mollissima ","VU"
30,"Somateria mollissima ","VU"
31,"Somateria mollissima ","VU"
32,"Somateria mollissima ","VU"
33,"Somateria mollissima ","VU"
34,"Somateria mollissima ","VU"
35,"Somateria mollissima ","VU"
36,"Somateria mollissima ","VU"
37,"Somateria mollissima ","VU"
38,"Somateria mollissima ","VU"
39,"Somateria mollissima ","VU"
40,"Somateria mollissima ","VU"
41,"Somateria mollissima ","VU"
42,"Somateria mollissima ","VU"
1,"Tringa totanus ","NT"
2,"Tringa totanus ","NT"
3,"Tringa totanus ","NT"
4,"Tringa totanus ","NT"
5,"Tringa totanus ","NT"
6,"Tringa totanus ","NT"
7,"Tringa totanus ","NT"
8,"Tringa totanus ","NT"
