"rgn_id","year","value","unit","bhi_goal","data_descrip"
1,2000,6407099.712,"employed people","ECO","National number of people employed (2005 pop size)"
1,2001,6704475.648,"employed people","ECO","National number of people employed (2005 pop size)"
1,2002,6668430.08,"employed people","ECO","National number of people employed (2005 pop size)"
1,2003,6632384.512,"employed people","ECO","National number of people employed (2005 pop size)"
1,2004,6524247.808,"employed people","ECO","National number of people employed (2005 pop size)"
1,2005,6533259.2,"employed people","ECO","National number of people employed (2005 pop size)"
1,2006,6587327.552,"employed people","ECO","National number of people employed (2005 pop size)"
1,2007,6686452.864,"employed people","ECO","National number of people employed (2005 pop size)"
1,2008,6695464.256,"employed people","ECO","National number of people employed (2005 pop size)"
1,2009,6506225.024,"employed people","ECO","National number of people employed (2005 pop size)"
1,2010,6497213.632,"employed people","ECO","National number of people employed (2005 pop size)"
1,2011,6632384.512,"employed people","ECO","National number of people employed (2005 pop size)"
1,2012,6650407.296,"employed people","ECO","National number of people employed (2005 pop size)"
1,2013,6704475.648,"employed people","ECO","National number of people employed (2005 pop size)"
1,2014,6749532.608,"employed people","ECO","National number of people employed (2005 pop size)"
2,2000,4134313.42,"employed people","ECO","National number of people employed (2005 pop size)"
2,2001,4107256.395,"employed people","ECO","National number of people employed (2005 pop size)"
2,2002,4134313.42,"employed people","ECO","National number of people employed (2005 pop size)"
2,2003,4063965.155,"employed people","ECO","National number of people employed (2005 pop size)"
2,2004,4112667.8,"employed people","ECO","National number of people employed (2005 pop size)"
2,2005,4107256.395,"employed people","ECO","National number of people employed (2005 pop size)"
2,2006,4188427.47,"employed people","ECO","National number of people employed (2005 pop size)"
2,2007,4166781.85,"employed people","ECO","National number of people employed (2005 pop size)"
2,2008,4215484.495,"employed people","ECO","National number of people employed (2005 pop size)"
2,2009,4074787.965,"employed people","ECO","National number of people employed (2005 pop size)"
2,2010,3966559.865,"employed people","ECO","National number of people employed (2005 pop size)"
2,2011,3955737.055,"employed people","ECO","National number of people employed (2005 pop size)"
2,2012,3928680.03,"employed people","ECO","National number of people employed (2005 pop size)"
2,2013,3923268.625,"employed people","ECO","National number of people employed (2005 pop size)"
2,2014,3939502.84,"employed people","ECO","National number of people employed (2005 pop size)"
3,2000,4134313.42,"employed people","ECO","National number of people employed (2005 pop size)"
3,2001,4107256.395,"employed people","ECO","National number of people employed (2005 pop size)"
3,2002,4134313.42,"employed people","ECO","National number of people employed (2005 pop size)"
3,2003,4063965.155,"employed people","ECO","National number of people employed (2005 pop size)"
3,2004,4112667.8,"employed people","ECO","National number of people employed (2005 pop size)"
3,2005,4107256.395,"employed people","ECO","National number of people employed (2005 pop size)"
3,2006,4188427.47,"employed people","ECO","National number of people employed (2005 pop size)"
3,2007,4166781.85,"employed people","ECO","National number of people employed (2005 pop size)"
3,2008,4215484.495,"employed people","ECO","National number of people employed (2005 pop size)"
3,2009,4074787.965,"employed people","ECO","National number of people employed (2005 pop size)"
3,2010,3966559.865,"employed people","ECO","National number of people employed (2005 pop size)"
3,2011,3955737.055,"employed people","ECO","National number of people employed (2005 pop size)"
3,2012,3928680.03,"employed people","ECO","National number of people employed (2005 pop size)"
3,2013,3923268.625,"employed people","ECO","National number of people employed (2005 pop size)"
3,2014,3939502.84,"employed people","ECO","National number of people employed (2005 pop size)"
4,2000,53873054.397,"employed people","ECO","National number of people employed (2005 pop size)"
4,2001,54203057.793,"employed people","ECO","National number of people employed (2005 pop size)"
4,2002,53955555.246,"employed people","ECO","National number of people employed (2005 pop size)"
4,2003,53543051.001,"employed people","ECO","National number of people employed (2005 pop size)"
4,2004,53048045.907,"employed people","ECO","National number of people employed (2005 pop size)"
4,2005,54038056.095,"employed people","ECO","National number of people employed (2005 pop size)"
4,2006,55440570.528,"employed people","ECO","National number of people employed (2005 pop size)"
4,2007,56925585.81,"employed people","ECO","National number of people employed (2005 pop size)"
4,2008,57833095.149,"employed people","ECO","National number of people employed (2005 pop size)"
4,2009,57998096.847,"employed people","ECO","National number of people employed (2005 pop size)"
4,2010,58823105.337,"employed people","ECO","National number of people employed (2005 pop size)"
4,2011,59978117.223,"employed people","ECO","National number of people employed (2005 pop size)"
4,2012,60225619.77,"employed people","ECO","National number of people employed (2005 pop size)"
4,2013,60638124.015,"employed people","ECO","National number of people employed (2005 pop size)"
4,2014,60885626.562,"employed people","ECO","National number of people employed (2005 pop size)"
5,2000,6407099.712,"employed people","ECO","National number of people employed (2005 pop size)"
5,2001,6704475.648,"employed people","ECO","National number of people employed (2005 pop size)"
