MPROG;PURPM;Country;RLABO;STATN;MYEAR;icesDATE;year;Date;Latitude;Longitude;Species;SEXCO;NOINP;MATRX;NODIS;PARGROUP;PARAM;BASIS;QFLAG;Value;MUNIT;VFLAG;DETLI;LMQNT;UNCRT;METCU;ALABO;REFSK;METST;METPT;METPS;METFP;METCX;METOA;FORML;Test Organism;SMTYP;SUBNO;BULKID;FINFL;tblAnalysisID;tblParamID;tblBioID;tblSampleID
COMB;;Poland;IMWP;LKOL;2014;15/09/2014;2014;2014-09-15;54.91666667;16.66666667;Clupea harengus;F;45;WO;;B-BIO;AGMAX;;;3;y;;;;;;;;;;;;;;;;NET;40;;CM;0;42420856;3587802;1743256
COMB;;Poland;IMWP;LKOL;2014;15/09/2014;2014;2014-09-15;54.91666667;16.66666667;Clupea harengus;F;45;WO;;B-BIO;AGMIN;;;2;y;;;;;;;;;;;;;;;;NET;40;;CM;0;42420859;3587802;1743256
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;45;WO;;B-BIO;AGMIN;;;2;y;;;;;;;;;;;;;;;;NET;40;;CM;0;42420861;3587736;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;45;WO;;B-BIO;AGMAX;;;3;y;;;;;;;;;;;;;;;;NET;40;;CM;0;42420864;3587736;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;1;;CM;0;42420889;3587702;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;10;;CM;0;42420890;3587703;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;3;y;;;;;;;;;;;;;;;;NET;11;;CM;0;42420891;3587704;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;20;;CM;0;42420895;3587714;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;12;;CM;0;42420896;3587705;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;13;;CM;0;42420897;3587706;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;14;;CM;0;42420898;3587707;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;15;;CM;0;42420899;3587708;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;16;;CM;0;42420900;3587709;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;25;;CM;0;42420901;3587719;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;26;;CM;0;42420902;3587720;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;17;;CM;0;42420903;3587710;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;18;;CM;0;42420904;3587711;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;19;;CM;0;42420905;3587712;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;2;;CM;0;42420906;3587713;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;3;;CM;0;42420907;3587724;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;30;;CM;0;42420908;3587725;1743254
COMB;;Poland;IMWP;LWLA;2014;28/08/2014;2014;2014-08-28;54.91666667;18.66666667;Clupea harengus;F;1;WO;;B-BIO;AGMEA;;;2;y;;;;;;;;;;;;;;;;NET;21;;CM;0;42420909;3587715;1743254
