"rgn_id","species_name","weights"
1,"Abra prismatica",0.4
1,"Amauropsis islandica",0.2
1,"Amblyraja radiata",0
1,"Ammodytes marinus",0
1,"Ammodytes tobianus",0
1,"Anarhichas lupus",0.6
1,"Anguilla anguilla",0.8
1,"Atelecyclus rotundatus",0.4
1,"Aythya fuligula ",0.2
1,"Boreotrophon truncatus",0.2
1,"Cepphus grylle arcticus ",0
1,"Charadrius hiaticula hiaticula ",0.2
1,"Clelandella miliaris",0.4
1,"Cliona celata",0.4
1,"Clupea harengus",0
1,"Coregonus maraena",0.6
1,"Corystes cassivelaunus",0.2
1,"Cyclopterus lumpus",0.2
1,"Enchelyopus cimbrius",0.2
1,"Entelurus aequoreus",0
1,"Epitonium clathrus",0.4
1,"Euspira pallida",0.4
1,"Fucus serratus",0
1,"Fucus vesiculosus",0
1,"Furcellaria lumbricalis",0
1,"Gadus morhua",0.4
1,"Galeorhinus galeus",0.4
1,"Halichoerus grypus",0
1,"Haploops tenuis",0.6
1,"Haploops tubicola",0.4
1,"Hippasteria phrygiana",0.4
1,"Hippolyte varians",0.4
1,"Inachus dorsettensis",0.2
1,"Labrus bergylta",0
1,"Labrus mixtus",0
1,"Lamna nasus",0.8
1,"Lampetra fluviatilis",0.2
1,"Lamprothamnium papulosum",0.6
1,"Limosa limosa ",0.2
1,"Liparis liparis",0
1,"Liparis montagui",0
1,"Lumpenus lampretaeformis",0
1,"Lutra lutra",0.2
1,"Macoma calcarea",0.4
1,"Macroplea mutica",0
1,"Melanogrammus aeglefinus",0.2
1,"Merlangius merlangus",0.4
1,"Merluccius merluccius",0.2
1,"Modiolus modiolus",0.4
1,"Molva molva",0.6
1,"Mya truncata",0.2
1,"Myoxocephalus scorpius",0
1,"Nerophis lumbriciformis",0
1,"Nucula nucleus",0.4
1,"Oenanthe oenanthe ",0.2
1,"Pelonaia corrugata",0.4
1,"Petromyzon marinus",0.4
1,"Phoca vitulina vitulina",0.4
1,"Phocoena phocoena",0.8
1,"Pontoporeia femorata",0
1,"Raja clavata",0.4
1,"Rissa tridactyla ",0.6
1,"Sabella pavonina",0.2
1,"Salmo salar",0.4
1,"Salmo trutta",0.4
1,"Scophthalmus maximus",0.2
1,"Scrobicularia plana",0.4
1,"Scyliorhinus canicula",0
1,"Solaster endeca",0.4
1,"Somateria mollissima ",0.4
1,"Spinachia spinachia",0
1,"Squalus acanthias",0.8
1,"Stomphia coccinea",0.4
1,"Symphodus melops",0
1,"Syngnathus acus",0
1,"Syngnathus typhle",0
1,"Taurulus bubalis",0
1,"Trachinus draco",0
1,"Tringa totanus ",0.2
1,"Vanellus vanellus ",0.2
1,"Zoarces viviparus",0.2
1,"Zostera marina",0
1,"Zostera noltii",0.4
2,"Abra prismatica",0.4
2,"Alderia modesta",0.2
2,"Amauropsis islandica",0.2
2,"Amblyraja radiata",0
2,"Ammodytes marinus",0
2,"Ammodytes tobianus",0
2,"Anarhichas lupus",0.6
2,"Anguilla anguilla",0.8
2,"Arenaria interpres ",0.4
2,"Atelecyclus rotundatus",0.4
2,"Aythya fuligula ",0.2
2,"Boreotrophon truncatus",0.2
2,"Calidris alpina schinzii ",0.6
2,"Cepphus grylle arcticus ",0
2,"Charadrius hiaticula hiaticula ",0.2
2,"Clelandella miliaris",0.4
2,"Cliona celata",0.4
2,"Clupea harengus",0
2,"Coregonus maraena",0.6
2,"Corophium multisetosum",0.2
2,"Corystes cassivelaunus",0.2
2,"Cyclopterus lumpus",0.2
2,"Deshayesorchestia deshayesii",0.4
2,"Enchelyopus cimbrius",0.2
2,"Entelurus aequoreus",0
2,"Epitonium clathrus",0.4
2,"Euspira pallida",0.4
2,"Fucus serratus",0
2,"Fucus vesiculosus",0
2,"Furcellaria lumbricalis",0
2,"Gadus morhua",0.4
2,"Galeorhinus galeus",0.4
2,"Halichoerus grypus",0
2,"Haploops tenuis",0.6
2,"Haploops tubicola",0.4
2,"Hippasteria phrygiana",0.4
2,"Hippolyte varians",0.4
2,"Hydroprogne caspia ",0.4
2,"Inachus dorsettensis",0.2
2,"Labrus bergylta",0
2,"Labrus mixtus",0
2,"Lamna nasus",0.8
2,"Lampetra fluviatilis",0.2
2,"Larus melanocephalus ",0.6
2,"Limosa limosa ",0.2
2,"Liparis liparis",0
2,"Liparis montagui",0
2,"Lumpenus lampretaeformis",0
2,"Lutra lutra",0.2
2,"Macoma calcarea",0.4
2,"Melanogrammus aeglefinus",0.2
2,"Merlangius merlangus",0.4
2,"Merluccius merluccius",0.2
2,"Modiolus modiolus",0.4
2,"Molva molva",0.6
2,"Mya truncata",0.2
2,"Myoxocephalus scorpius",0
2,"Nerophis lumbriciformis",0
2,"Nucula nucleus",0.4
2,"Oenanthe oenanthe ",0.2
2,"Pelonaia corrugata",0.4
2,"Petromyzon marinus",0.4
2,"Phoca vitulina vitulina",0.4
2,"Phocoena phocoena",0.8
2,"Pontoporeia femorata",0
2,"Raja clavata",0.4
2,"Sabella pavonina",0.2
2,"Salmo salar",0.4
2,"Salmo trutta",0.4
2,"Scophthalmus maximus",0.2
2,"Scrobicularia plana",0.4
