"rgn_id","sciname","popn_trend"
1,"Balaenoptera acutorostrata","Stable"
1,"Balaenoptera physalus","Unknown"
1,"Lamna nasus","Decreasing"
1,"Prionace glauca","Unknown"
2,"Balaenoptera acutorostrata","Stable"
2,"Balaenoptera physalus","Unknown"
2,"Cetorhinus maximus","Decreasing"
2,"Lamna nasus","Decreasing"
2,"Megaptera novaeangliae","Increasing"
2,"Prionace glauca","Unknown"
3,"Balaenoptera acutorostrata","Stable"
3,"Balaenoptera physalus","Unknown"
3,"Cetorhinus maximus","Decreasing"
3,"Lamna nasus","Decreasing"
3,"Megaptera novaeangliae","Increasing"
3,"Prionace glauca","Unknown"
4,"Balaenoptera physalus","Unknown"
4,"Cetorhinus maximus","Decreasing"
4,"Eubalaena glacialis","Unknown"
4,"Lamna nasus","Decreasing"
5,"Balaenoptera acutorostrata","Stable"
5,"Balaenoptera physalus","Unknown"
5,"Lamna nasus","Decreasing"
5,"Prionace glauca","Unknown"
6,"Balaenoptera acutorostrata","Stable"
6,"Balaenoptera physalus","Unknown"
6,"Cetorhinus maximus","Decreasing"
6,"Lamna nasus","Decreasing"
6,"Megaptera novaeangliae","Increasing"
6,"Prionace glauca","Unknown"
7,"Balaenoptera acutorostrata","Stable"
7,"Balaenoptera physalus","Unknown"
7,"Cetorhinus maximus","Decreasing"
7,"Lamna nasus","Decreasing"
7,"Megaptera novaeangliae","Increasing"
7,"Prionace glauca","Unknown"
8,"Balaenoptera physalus","Unknown"
8,"Cetorhinus maximus","Decreasing"
8,"Eubalaena glacialis","Unknown"
8,"Lamna nasus","Decreasing"
9,"Balaenoptera acutorostrata","Stable"
9,"Balaenoptera physalus","Unknown"
9,"Cetorhinus maximus","Decreasing"
9,"Lamna nasus","Decreasing"
9,"Megaptera novaeangliae","Increasing"
9,"Prionace glauca","Unknown"
10,"Balaenoptera physalus","Unknown"
10,"Cetorhinus maximus","Decreasing"
10,"Eubalaena glacialis","Unknown"
10,"Lamna nasus","Decreasing"
11,"Balaenoptera acutorostrata","Stable"
11,"Balaenoptera physalus","Unknown"
11,"Lamna nasus","Decreasing"
11,"Prionace glauca","Unknown"
12,"Balaenoptera acutorostrata","Stable"
12,"Balaenoptera physalus","Unknown"
12,"Cetorhinus maximus","Decreasing"
12,"Lamna nasus","Decreasing"
12,"Megaptera novaeangliae","Increasing"
12,"Prionace glauca","Unknown"
13,"Balaenoptera physalus","Unknown"
13,"Cetorhinus maximus","Decreasing"
