"rgn_id","value"
1,0.0332417
2,0.0332417
3,0.0332417
4,0.0332417
5,0.0332417
6,0.0332417
7,0.0332417
8,0.0332417
9,0.0332417
10,0.0332417
11,0.0332417
12,0.0332417
13,0.0332417
14,0.0332417
15,0.0332417
16,NA
17,0.0332417
18,0.0332417
19,0.0332417
20,0.0332417
21,0.0332417
22,0.0332417
23,0.0332417
24,0.0332417
25,0.0332417
26,0.0332417
27,0.0332417
28,0.0332417
29,0.0332417
30,0.0332417
31,0.0332417
32,0.0332417
33,0.0332417
34,0.0332417
35,0.0332417
36,0.0332417
37,0.0332417
38,0.0332417
39,0.0332417
40,NA
41,0.0332417
42,NA
