"rgn_id","habitat","health"
1,"seagrass",1
1,"saltmarsh",0.5
1,"soft_bottom",1
1,"seaice_edge",1
1,"seaice_shoreline",1
2,"soft_bottom",0.903657
2,"seagrass",1
2,"seaice_edge",0.915096
2,"seaice_shoreline",1
3,"soft_bottom",0.903657
3,"seagrass",1
3,"seaice_edge",0.915096
3,"seaice_shoreline",1
4,"saltmarsh",1
4,"soft_bottom",0.946561
4,"seaice_edge",0.729338
4,"seaice_shoreline",0.948268
5,"seagrass",1
5,"saltmarsh",0.5
5,"soft_bottom",1
5,"seaice_edge",1
5,"seaice_shoreline",1
6,"soft_bottom",0.903657
6,"seagrass",1
6,"seaice_edge",0.915096
6,"seaice_shoreline",1
7,"soft_bottom",0.903657
7,"seagrass",1
7,"seaice_edge",0.915096
7,"seaice_shoreline",1
8,"saltmarsh",1
8,"soft_bottom",0.946561
8,"seaice_edge",0.729338
8,"seaice_shoreline",0.948268
9,"soft_bottom",0.903657
9,"seagrass",1
9,"seaice_edge",0.915096
9,"seaice_shoreline",1
10,"saltmarsh",1
10,"soft_bottom",0.946561
10,"seaice_edge",0.729338
10,"seaice_shoreline",0.948268
11,"seagrass",1
11,"saltmarsh",0.5
11,"soft_bottom",1
11,"seaice_edge",1
11,"seaice_shoreline",1
12,"soft_bottom",0.903657
12,"seagrass",1
12,"seaice_edge",0.915096
12,"seaice_shoreline",1
13,"saltmarsh",1
13,"soft_bottom",0.946561
13,"seaice_edge",0.729338
13,"seaice_shoreline",0.948268
14,"seagrass",1
14,"saltmarsh",0.5
14,"soft_bottom",1
14,"seaice_edge",1
14,"seaice_shoreline",1
15,"soft_bottom",0.903657
15,"seagrass",1
15,"seaice_edge",0.915096
15,"seaice_shoreline",1
16,NA,NA
17,"soft_bottom",1
17,"seagrass",1
17,"saltmarsh",0.5
17,"seaice_edge",0.0915825
18,"soft_bottom",1
18,"seagrass",1
18,"saltmarsh",0.5
18,"seaice_edge",0.0915825
19,"soft_bottom",0.994257
19,"seagrass",1
19,"seaice_edge",1
19,"seaice_shoreline",0.916027
20,"seagrass",1
20,"saltmarsh",0.5
20,"soft_bottom",1
20,"seaice_edge",1
20,"seaice_shoreline",1
21,"soft_bottom",1
21,"seagrass",1
21,"saltmarsh",0.5
21,"seaice_edge",0.0915825
22,"soft_bottom",0.994257
22,"seagrass",1
22,"seaice_edge",1
22,"seaice_shoreline",0.916027
23,"soft_bottom",1
23,"seaice_edge",0.708333
23,"seaice_shoreline",0.724505
24,"soft_bottom",1
24,"saltmarsh",0.5
24,"seaice_edge",0.918919
24,"seaice_shoreline",1
25,"soft_bottom",1
25,"saltmarsh",1
25,"seaice_edge",1
25,"seaice_shoreline",1
26,"seagrass",1
26,"saltmarsh",0.5
26,"soft_bottom",1
26,"seaice_edge",1
26,"seaice_shoreline",1
27,"soft_bottom",1
27,"saltmarsh",0.5
27,"seaice_edge",0.918919
27,"seaice_shoreline",1
28,"soft_bottom",1
28,"saltmarsh",1
28,"seaice_edge",1
28,"seaice_shoreline",1
29,"seagrass",1
29,"saltmarsh",0.5
29,"soft_bottom",1
29,"seaice_edge",1
29,"seaice_shoreline",1
30,"soft_bottom",1
30,"seaice_edge",1
30,"seaice_shoreline",1
31,"soft_bottom",1
31,"saltmarsh",1
31,"seaice_edge",1
31,"seaice_shoreline",1
32,"soft_bottom",1
32,"seaice_edge",1
32,"seaice_shoreline",1
33,"soft_bottom",0.994257
33,"seagrass",1
33,"seaice_edge",1
33,"seaice_shoreline",0.916027
34,"soft_bottom",1
34,"saltmarsh",1
34,"seaice_edge",1
34,"seaice_shoreline",1
35,"seagrass",1
35,"saltmarsh",0.5
35,"soft_bottom",1
35,"seaice_edge",1
35,"seaice_shoreline",1
36,"soft_bottom",1
36,"seaice_edge",1
36,"seaice_shoreline",1
37,"seagrass",1
37,"saltmarsh",0.5
37,"soft_bottom",1
37,"seaice_edge",1
37,"seaice_shoreline",1
38,"soft_bottom",1
38,"seaice_edge",1
38,"seaice_shoreline",1
39,"seagrass",1
39,"saltmarsh",0.5
39,"soft_bottom",1
39,"seaice_edge",1
39,"seaice_shoreline",1
40,NA,NA
41,"seagrass",1
41,"saltmarsh",0.5
41,"soft_bottom",1
41,"seaice_edge",1
41,"seaice_shoreline",1
42,NA,NA
